"quantity","reported","computed","difference"
"t1",0.968,0.967980648818447,-1.93511815529401e-05
"T",1.7437,1.74369843466216,-1.56533784090307e-06
"total_cost",245.1534,245.153292089706,-0.000107910294190106
"q1",52.2783,52.2771978950436,-0.00110210495640928
"q2",16.1996,16.2003643686615,0.000764368661506865
"Q",68.4779,68.4775622637051,-0.000337736294909519
