"t1","T","total_cost","q1","q2","Q","purchase_cost","holding_cost","deterioration_cost","shortage_cost","ordering_cost"
0.967980648818447,1.74369843466216,245.153292089706,52.2771978950436,16.2003643686615,68.4775622637051,108.230500579146,5.05941339465486,0.780947114663397,113.402550580631,200
